name,party,firstname,lastname,position,years,key,start_date,end_date
"Berner, Anne",Keskusta,Anne,Berner, Liikenne- ja viestintäministeri;; Liikenne- ja viestintäministeri;;,2015-2019,Anne_Berner,22.4.2015,16.4.2019
"Biaudet, Eva",RKP,Eva,Biaudet, ,2015-2019,Eva_Biaudet,22.4.2015,16.4.2019
"Blomqvist, Thomas",RKP,Thomas,Blomqvist, ,2015-2019,Thomas_Blomqvist,22.4.2015,16.4.2019
"Eerola, Juho",Perussuomalaiset,Juho,Eerola, ,2015-2019,Juho_Eerola,22.4.2015,16.4.2019
"Eestilä, Markku",Kokoomus,Markku,Eestilä, ,2015-2019,Markku_Eestilä,22.4.2015,16.4.2019
"Elo, Simon",Siniset,Simon,Elo, ,2015-2019,Simon_Elo,22.4.2015,16.4.2019
"Elomaa, Ritva",Perussuomalaiset,Ritva,Elomaa, ,2015-2019,Ritva_Elomaa,22.4.2015,16.4.2019
"Eloranta, Eeva-Johanna",SDP,Eeva-Johanna,Eloranta, ,2015-2019,Eeva-Johanna_Eloranta,22.4.2015,16.4.2019
"Elovaara, Tiina",Siniset,Tiina,Elovaara, ,2015-2019,Tiina_Elovaara,22.4.2015,16.4.2019
"Essayah, Sari",Kristillisdemokraatit,Sari,Essayah, ,2015-2019,Sari_Essayah,22.4.2015,16.4.2019
"Feldt-Ranta, Maarit",SDP,Maarit,Feldt-Ranta, ,2015-2019,Maarit_Feldt-Ranta,22.4.2015,16.4.2019
"Filatov, Tarja",SDP,Tarja,Filatov, ,2015-2019,Tarja_Filatov,22.4.2015,16.4.2019
"Grahn-Laasonen, Sanni",Kokoomus,Sanni,Grahn-Laasonen, Opetusministeri;; Opetus- ja kulttuuriministeri;;,2015-2019,Sanni_Grahn-Laasonen,22.4.2015,16.4.2019
"Gustafsson, Jukka",SDP,Jukka,Gustafsson, ,2015-2019,Jukka_Gustafsson,22.4.2015,16.4.2019
"Guzenina, Maria",SDP,Maria,Guzenina, ,2015-2019,Maria_Guzenina,22.4.2015,16.4.2019
"Haatainen, Tuula",SDP,Tuula,Haatainen, ,2015-2019,Tuula_Haatainen,22.4.2015,16.4.2019
"Haavisto, Pekka",Vihreät,Pekka,Haavisto, ,2015-2019,Pekka_Haavisto,22.4.2015,16.4.2019
"Haglund, Carl",RKP,Carl,Haglund, ,2015-2019,Carl_Haglund,22.4.2015,16.4.2019
"Hakanen, Pertti",Keskusta,Pertti,Hakanen, ,2015-2019,Pertti_Hakanen,22.4.2015,16.4.2019
"Hakkarainen, Teuvo",Perussuomalaiset,Teuvo,Hakkarainen, ,2015-2019,Teuvo_Hakkarainen,22.4.2015,16.4.2019
"Halmeenpää, Hanna",Vihreät,Hanna,Halmeenpää, ,2015-2019,Hanna_Halmeenpää,22.4.2015,16.4.2019
"Harakka, Timo",SDP,Timo,Harakka, ,2015-2019,Timo_Harakka,22.4.2015,16.4.2019
"Harkimo, Harry",Liike Nyt,Harry,Harkimo, ,2015-2019,Harry_Harkimo,22.4.2015,16.4.2019
"Hassi, Satu",Vihreät,Satu,Hassi, ,2015-2019,Satu_Hassi,22.4.2015,16.4.2019
"Hautala, Lasse",Keskusta,Lasse,Hautala, ,2015-2019,Lasse_Hautala,22.4.2015,16.4.2019
"Heikkinen, Hannakaisa",Keskusta,Hannakaisa,Heikkinen, ,2015-2019,Hannakaisa_Heikkinen,22.4.2015,16.4.2019
"Heinonen, Timo",Kokoomus,Timo,Heinonen, ,2015-2019,Timo_Heinonen,22.4.2015,16.4.2019
"Heinäluoma, Eero",SDP,Eero,Heinäluoma, ,2015-2019,Eero_Heinäluoma,22.4.2015,16.4.2019
"Henriksson, Anna-Maja",RKP,Anna-Maja,Henriksson, ,2015-2019,Anna-Maja_Henriksson,22.4.2015,16.4.2019
"Hongisto, Reijo",Siniset,Reijo,Hongisto, ,2015-2019,Reijo_Hongisto,22.4.2015,16.4.2019
"Honkonen, Petri",Keskusta,Petri,Honkonen, ,2015-2019,Petri_Honkonen,22.4.2015,16.4.2019
"Hoskonen, Hannu",Keskusta,Hannu,Hoskonen, ,2015-2019,Hannu_Hoskonen,22.4.2015,16.4.2019
"Huhtasaari, Laura",Perussuomalaiset,Laura,Huhtasaari, ,2015-2019,Laura_Huhtasaari,22.4.2015,16.4.2019
"Huovinen, Susanna",SDP,Susanna,Huovinen, ,2015-2019,Susanna_Huovinen,22.4.2015,16.4.2019
"Häkkänen, Antti",Kokoomus,Antti,Häkkänen, Oikeusministeri;;,2015-2019,Antti_Häkkänen,22.4.2015,16.4.2019
"Hänninen, Katja",Vasemmistoliitto,Katja,Hänninen, ,2015-2019,Katja_Hänninen,22.4.2015,16.4.2019
"Ihalainen, Lauri",SDP,Lauri,Ihalainen, ,2015-2019,Lauri_Ihalainen,22.4.2015,16.4.2019
"Immonen, Olli",Perussuomalaiset,Olli,Immonen, ,2015-2019,Olli_Immonen,22.4.2015,16.4.2019
"Jalonen, Ari",Siniset,Ari,Jalonen, ,2015-2019,Ari_Jalonen,22.4.2015,16.4.2019
"Jarva, Marisanna",Keskusta,Marisanna,Jarva, ,2015-2019,Marisanna_Jarva,22.4.2015,16.4.2019
"Jaskari, Harri",Kokoomus,Harri,Jaskari, ,2015-2019,Harri_Jaskari,22.4.2015,16.4.2019
"Jokinen, Kalle",Kokoomus,Kalle,Jokinen, ,2015-2019,Kalle_Jokinen,22.4.2015,16.4.2019
"Juhantalo, Kauko",Keskusta,Kauko,Juhantalo, ,2015-2019,Kauko_Juhantalo,22.4.2015,16.4.2019
"Juvonen, Arja",Perussuomalaiset,Arja,Juvonen, ,2015-2019,Arja_Juvonen,22.4.2015,16.4.2019
"Järvinen, Heli",Vihreät,Heli,Järvinen, ,2015-2019,Heli_Järvinen,22.4.2015,16.4.2019
"Kaikkonen, Antti",Keskusta,Antti,Kaikkonen, ,2015-2019,Antti_Kaikkonen,22.4.2015,16.4.2019
"Kalli, Timo",Keskusta,Timo,Kalli, ,2015-2019,Timo_Kalli,22.4.2015,16.4.2019
"Kalmari, Anne",Keskusta,Anne,Kalmari, ,2015-2019,Anne_Kalmari,22.4.2015,16.4.2019
"Kanerva, Ilkka",Kokoomus,Ilkka,Kanerva, ,2015-2019,Ilkka_Kanerva,22.4.2015,16.4.2019
"Kankaanniemi, Toimi",Perussuomalaiset,Toimi,Kankaanniemi, ,2015-2019,Toimi_Kankaanniemi,22.4.2015,16.4.2019
"Kantola, Ilkka",SDP,Ilkka,Kantola, ,2015-2019,Ilkka_Kantola,22.4.2015,16.4.2019
"Kari, Emma",Vihreät,Emma,Kari, ,2015-2019,Emma_Kari,22.4.2015,16.4.2019
"Kari, Mika",SDP,Mika,Kari, ,2015-2019,Mika_Kari,22.4.2015,16.4.2019
"Karimäki, Johanna",Vihreät,Johanna,Karimäki, ,2015-2019,Johanna_Karimäki,22.4.2015,16.4.2019
"Kasvi, Jyrki",Vihreät,Jyrki,Kasvi, ,2015-2019,Jyrki_Kasvi,22.4.2015,16.4.2019
"Katainen, Elsi",Keskusta,Elsi,Katainen, ,2015-2019,Elsi_Katainen,22.4.2015,16.4.2019
"Kauma, Pia",Kokoomus,Pia,Kauma, ,2015-2019,Pia_Kauma,22.4.2015,16.4.2019
"Keränen, Niilo",Keskusta,Niilo,Keränen, ,2015-2019,Niilo_Keränen,22.4.2015,16.4.2019
"Kiljunen, Anneli",SDP,Anneli,Kiljunen, ,2015-2019,Anneli_Kiljunen,22.4.2015,16.4.2019
"Kiuru, Krista",SDP,Krista,Kiuru, ,2015-2019,Krista_Kiuru,22.4.2015,16.4.2019
"Kiuru, Pauli",Kokoomus,Pauli,Kiuru, ,2015-2019,Pauli_Kiuru,22.4.2015,16.4.2019
"Kivelä, Kimmo",Siniset,Kimmo,Kivelä, ,2015-2019,Kimmo_Kivelä,22.4.2015,16.4.2019
"Kiviranta, Esko",Keskusta,Esko,Kiviranta, ,2015-2019,Esko_Kiviranta,22.4.2015,16.4.2019
"Kontula, Anna",Vasemmistoliitto,Anna,Kontula, ,2015-2019,Anna_Kontula,22.4.2015,16.4.2019
"Kopra, Jukka",Kokoomus,Jukka,Kopra, ,2015-2019,Jukka_Kopra,22.4.2015,16.4.2019
"Korhonen, Timo",Keskusta,Timo,Korhonen, ,2015-2019,Timo_Korhonen,22.4.2015,16.4.2019
"Koski, Susanna",Kokoomus,Susanna,Koski, ,2015-2019,Susanna_Koski,22.4.2015,16.4.2019
"Kosonen, Hanna",Keskusta,Hanna,Kosonen, ,2015-2019,Hanna_Kosonen,22.4.2015,16.4.2019
"Kulmala, Kari",Siniset,Kari,Kulmala, ,2015-2019,Kari_Kulmala,22.4.2015,16.4.2019
"Kulmuni, Katri",Keskusta,Katri,Kulmuni, ,2015-2019,Katri_Kulmuni,22.4.2015,16.4.2019
"Kurvinen, Antti",Keskusta,Antti,Kurvinen, ,2015-2019,Antti_Kurvinen,22.4.2015,16.4.2019
"Kymäläinen, Suna",SDP,Suna,Kymäläinen, ,2015-2019,Suna_Kymäläinen,22.4.2015,16.4.2019
"Kärnä, Mikko",Keskusta,Mikko,Kärnä, ,2015-2019,Mikko_Kärnä,22.4.2015,16.4.2019
"Kääriäinen, Seppo",Keskusta,Seppo,Kääriäinen, ,2015-2019,Seppo_Kääriäinen,22.4.2015,16.4.2019
"Laiho, Mia",Kokoomus,Mia,Laiho, ,2015-2019,Mia_Laiho,22.4.2015,16.4.2019
"Laitinen-Pesola, Jaana",Kokoomus,Jaana,Laitinen-Pesola, ,2015-2019,Jaana_Laitinen-Pesola,22.4.2015,16.4.2019
"Lapintie, Annika",Vasemmistoliitto,Annika,Lapintie, ,2015-2019,Annika_Lapintie,22.4.2015,16.4.2019
"Laukkanen, Antero",Kristillisdemokraatit,Antero,Laukkanen, ,2015-2019,Antero_Laukkanen,22.4.2015,16.4.2019
"Lauslahti, Sanna",Kokoomus,Sanna,Lauslahti, ,2015-2019,Sanna_Lauslahti,22.4.2015,16.4.2019
"Lehti, Eero",Kokoomus,Eero,Lehti, ,2015-2019,Eero_Lehti,22.4.2015,16.4.2019
"Lehto, Rami",Perussuomalaiset,Rami,Lehto, ,2015-2019,Rami_Lehto,22.4.2015,16.4.2019
"Lehtomäki, Paula",Keskusta,Paula,Lehtomäki, ,2015-2019,Paula_Lehtomäki,22.4.2015,16.4.2019
"Lepomäki, Elina",Kokoomus,Elina,Lepomäki, ,2015-2019,Elina_Lepomäki,22.4.2015,16.4.2019
"Leppä, Jari",Keskusta,Jari,Leppä, Maa- ja metsätalousministeri;;,2015-2019,Jari_Leppä,22.4.2015,16.4.2019
"Lindström, Jari",Siniset,Jari,Lindström, Oikeus- ja työministeri;; Työministeri;; Työministeri;;,2015-2019,Jari_Lindström,22.4.2015,16.4.2019
"Lindtman, Antti",SDP,Antti,Lindtman, ,2015-2019,Antti_Lindtman,22.4.2015,16.4.2019
"Lintilä, Mika",Keskusta,Mika,Lintilä, Elinkeinoministeri;; Elinkeinoministeri;;,2015-2019,Mika_Lintilä,22.4.2015,16.4.2019
"Lohela, Maria",Liike Nyt,Maria,Lohela, ,2015-2019,Maria_Lohela,22.4.2015,16.4.2019
"Lohi, Markus",Keskusta,Markus,Lohi, ,2015-2019,Markus_Lohi,22.4.2015,16.4.2019
"Louhelainen, Anne",Siniset,Anne,Louhelainen, ,2015-2019,Anne_Louhelainen,22.4.2015,16.4.2019
"Löfström, Mats",Åländsk Samling,Mats,Löfström, ,2015-2019,Mats_Löfström,22.4.2015,16.4.2019
"Maijala, Eeva-Maria",Keskusta,Eeva-Maria,Maijala, ,2015-2019,Eeva-Maria_Maijala,22.4.2015,16.4.2019
"Marin, Sanna",SDP,Sanna,Marin, ,2015-2019,Sanna_Marin,22.4.2015,16.4.2019
"Mattila, Hanna-Leena",Keskusta,Hanna-Leena,Mattila, ,2015-2019,Hanna-Leena_Mattila,22.4.2015,16.4.2019
"Mattila, Pirkko",Siniset,Pirkko,Mattila, Sosiaali- ja terveysministeri;; Sosiaali- ja terveysministeri;;,2015-2019,Pirkko_Mattila,22.4.2015,16.4.2019
"Meri, Leena",Perussuomalaiset,Leena,Meri, ,2015-2019,Leena_Meri,22.4.2015,16.4.2019
"Mikkonen, Krista",Vihreät,Krista,Mikkonen, ,2015-2019,Krista_Mikkonen,22.4.2015,16.4.2019
"Modig, Silvia",Vasemmistoliitto,Silvia,Modig, ,2015-2019,Silvia_Modig,22.4.2015,16.4.2019
"Multala, Sari",Kokoomus,Sari,Multala, ,2015-2019,Sari_Multala,22.4.2015,16.4.2019
"Mustajärvi, Markus",Vasemmistoliitto,Markus,Mustajärvi, ,2015-2019,Markus_Mustajärvi,22.4.2015,16.4.2019
"Mykkänen, Kai",Kokoomus,Kai,Mykkänen, Ulkomaankauppa- ja kehitysministeri;; Sisäministeri;;,2015-2019,Kai_Mykkänen,22.4.2015,16.4.2019
"Myller, Riitta",SDP,Riitta,Myller, ,2015-2019,Riitta_Myller,22.4.2015,16.4.2019
"Myllykoski, Jari",Vasemmistoliitto,Jari,Myllykoski, ,2015-2019,Jari_Myllykoski,22.4.2015,16.4.2019
"Mäkelä, Jani",Perussuomalaiset,Jani,Mäkelä, ,2015-2019,Jani_Mäkelä,22.4.2015,16.4.2019
"Mäkelä, Outi",Kokoomus,Outi,Mäkelä, ,2015-2019,Outi_Mäkelä,22.4.2015,16.4.2019
"Mäkinen, Riitta",SDP,Riitta,Mäkinen, ,2015-2019,Riitta_Mäkinen,22.4.2015,16.4.2019
"Mäkipää, Lea",Siniset,Lea,Mäkipää, ,2015-2019,Lea_Mäkipää,22.4.2015,16.4.2019
"Mäkisalo-Ropponen, Merja",SDP,Merja,Mäkisalo-Ropponen, ,2015-2019,Merja_Mäkisalo-Ropponen,22.4.2015,16.4.2019
"Mäntylä, Hanna",Siniset,Hanna,Mäntylä, Sosiaali- ja terveysministeri;;,2015-2019,Hanna_Mäntylä,22.4.2015,16.4.2019
"Mölsä, Martti",Siniset,Martti,Mölsä, ,2015-2019,Martti_Mölsä,22.4.2015,16.4.2019
"Niikko, Mika",Perussuomalaiset,Mika,Niikko, ,2015-2019,Mika_Niikko,22.4.2015,16.4.2019
"Niinistö, Jussi",Siniset,Jussi,Niinistö, Puolustusministeri;; Puolustusministeri;;,2015-2019,Jussi_Niinistö,22.4.2015,16.4.2019
"Niinistö, Ville",Vihreät,Ville,Niinistö, ,2015-2019,Ville_Niinistö,22.4.2015,16.4.2019
"Nivala, Eija",Keskusta,Eija,Nivala, ,2015-2019,Eija_Nivala,22.4.2015,16.4.2019
"Nurminen, Ilmari",SDP,Ilmari,Nurminen, ,2015-2019,Ilmari_Nurminen,22.4.2015,16.4.2019
"Nylander, Mikaela",RKP,Mikaela,Nylander, ,2015-2019,Mikaela_Nylander,22.4.2015,16.4.2019
"Nylund, Mats",RKP,Mats,Nylund, ,2015-2019,Mats_Nylund,22.4.2015,16.4.2019
"Oinonen, Pentti",Siniset,Pentti,Oinonen, ,2015-2019,Pentti_Oinonen,22.4.2015,16.4.2019
"Ojala-Niemelä, Johanna",SDP,Johanna,Ojala-Niemelä, ,2015-2019,Johanna_Ojala-Niemelä,22.4.2015,16.4.2019
"Orpo, Petteri",Kokoomus,Petteri,Orpo, Pääministerin sijainen;; Sisäministeri;; Valtiovarainministeri;;,2015-2019,Petteri_Orpo,22.4.2015,16.4.2019
"Paatero, Sirpa",SDP,Sirpa,Paatero, ,2015-2019,Sirpa_Paatero,22.4.2015,16.4.2019
"Packalén, Tom",Perussuomalaiset,Tom,Packalén, ,2015-2019,Tom_Packalén,22.4.2015,16.4.2019
"Pakkanen, Markku",Keskusta,Markku,Pakkanen, ,2015-2019,Markku_Pakkanen,22.4.2015,16.4.2019
"Paloniemi, Aila",Keskusta,Aila,Paloniemi, ,2015-2019,Aila_Paloniemi,22.4.2015,16.4.2019
"Parviainen, Olli-Poika",Vihreät,Olli-Poika,Parviainen, ,2015-2019,Olli-Poika_Parviainen,22.4.2015,16.4.2019
"Parviainen, Ulla",Keskusta,Ulla,Parviainen, ,2015-2019,Ulla_Parviainen,22.4.2015,16.4.2019
"Pekkarinen, Mauri",Keskusta,Mauri,Pekkarinen, ,2015-2019,Mauri_Pekkarinen,22.4.2015,16.4.2019
"Pekonen, Aino-Kaisa",Vasemmistoliitto,Aino-Kaisa,Pekonen, ,2015-2019,Aino-Kaisa_Pekonen,22.4.2015,16.4.2019
"Pelkonen, Jaana",Kokoomus,Jaana,Pelkonen, ,2015-2019,Jaana_Pelkonen,22.4.2015,16.4.2019
"Pirttilahti, Arto",Keskusta,Arto,Pirttilahti, ,2015-2019,Arto_Pirttilahti,22.4.2015,16.4.2019
"Puska, Pekka",Keskusta,Pekka,Puska, ,2015-2019,Pekka_Puska,22.4.2015,16.4.2019
"Puumala, Tuomo",Keskusta,Tuomo,Puumala, ,2015-2019,Tuomo_Puumala,22.4.2015,16.4.2019
"Pylväs, Juha",Keskusta,Juha,Pylväs, ,2015-2019,Juha_Pylväs,22.4.2015,16.4.2019
"Raassina, Sari",Kokoomus,Sari,Raassina, ,2015-2019,Sari_Raassina,22.4.2015,16.4.2019
"Raatikainen, Mika",Perussuomalaiset,Mika,Raatikainen, ,2015-2019,Mika_Raatikainen,22.4.2015,16.4.2019
"Rantakangas, Antti",Keskusta,Antti,Rantakangas, ,2015-2019,Antti_Rantakangas,22.4.2015,16.4.2019
"Razmyar, Nasima",SDP,Nasima,Razmyar, ,2015-2019,Nasima_Razmyar,22.4.2015,16.4.2019
"Rehn, Olli",Keskusta,Olli,Rehn, Elinkeinoministeri;;,2015-2019,Olli_Rehn,22.4.2015,16.4.2019
"Rehn-Kivi, Veronica",RKP,Veronica,Rehn-Kivi, ,2015-2019,Veronica_Rehn-Kivi,22.4.2015,16.4.2019
"Rehula, Juha",Keskusta,Juha,Rehula, Perhe- ja peruspalveluministeri;;,2015-2019,Juha_Rehula,22.4.2015,16.4.2019
"Reijonen, Eero",Keskusta,Eero,Reijonen, ,2015-2019,Eero_Reijonen,22.4.2015,16.4.2019
"Rinne, Antti",SDP,Antti,Rinne, ,2015-2019,Antti_Rinne,22.4.2015,16.4.2019
"Risikko, Paula",Kokoomus,Paula,Risikko, Sisäministeri;;,2015-2019,Paula_Risikko,22.4.2015,16.4.2019
"Ronkainen, Jari",Perussuomalaiset,Jari,Ronkainen, ,2015-2019,Jari_Ronkainen,22.4.2015,16.4.2019
"Rossi, Markku",Keskusta,Markku,Rossi, ,2015-2019,Markku_Rossi,22.4.2015,16.4.2019
"Ruoho, Veera",Kokoomus,Veera,Ruoho, ,2015-2019,Veera_Ruoho,22.4.2015,16.4.2019
"Ruohonen-Lerner, Pirkko",Perussuomalaiset,Pirkko,Ruohonen-Lerner, ,2015-2019,Pirkko_Ruohonen-Lerner,22.4.2015,16.4.2019
"Rydman, Wille",Kokoomus,Wille,Rydman, ,2015-2019,Wille_Rydman,22.4.2015,16.4.2019
"Räsänen, Joona",SDP,Joona,Räsänen, ,2015-2019,Joona_Räsänen,22.4.2015,16.4.2019
"Räsänen, Päivi",Kristillisdemokraatit,Päivi,Räsänen, ,2015-2019,Päivi_Räsänen,22.4.2015,16.4.2019
"Saarakkala, Vesa-Matti",Siniset,Vesa-Matti,Saarakkala, ,2015-2019,Vesa-Matti_Saarakkala,22.4.2015,16.4.2019
"Saarikko, Annika",Keskusta,Annika,Saarikko, Perhe- ja peruspalveluministeri;;,2015-2019,Annika_Saarikko,22.4.2015,16.4.2019
"Salolainen, Pertti",Kokoomus,Pertti,Salolainen, ,2015-2019,Pertti_Salolainen,22.4.2015,16.4.2019
"Salonen, Kristiina",SDP,Kristiina,Salonen, ,2015-2019,Kristiina_Salonen,22.4.2015,16.4.2019
"Sarkkinen, Hanna",Vasemmistoliitto,Hanna,Sarkkinen, ,2015-2019,Hanna_Sarkkinen,22.4.2015,16.4.2019
"Sarkomaa, Sari",Kokoomus,Sari,Sarkomaa, ,2015-2019,Sari_Sarkomaa,22.4.2015,16.4.2019
"Satonen, Arto",Kokoomus,Arto,Satonen, ,2015-2019,Arto_Satonen,22.4.2015,16.4.2019
"Savio, Sami",Perussuomalaiset,Sami,Savio, ,2015-2019,Sami_Savio,22.4.2015,16.4.2019
"Savola, Mikko",Keskusta,Mikko,Savola, ,2015-2019,Mikko_Savola,22.4.2015,16.4.2019
"Semi, Matti",Vasemmistoliitto,Matti,Semi, ,2015-2019,Matti_Semi,22.4.2015,16.4.2019
"Sipilä, Juha",Keskusta,Juha,Sipilä, Pääministeri;;,2015-2019,Juha_Sipilä,22.4.2015,16.4.2019
"Sirén, Saara-Sofia",Kokoomus,Saara-Sofia,Sirén, ,2015-2019,Saara-Sofia_Sirén,22.4.2015,16.4.2019
"Skinnari, Ville",SDP,Ville,Skinnari, ,2015-2019,Ville_Skinnari,22.4.2015,16.4.2019
"Soini, Timo",Siniset,Timo,Soini, Pääministerin sijainen;; Ulkoministeri;; Ulkoasiainministeri;; Ulkoasiainministeri;; Ulkoasiainministeri;;,2015-2019,Timo_Soini,22.4.2015,16.4.2019
"Strand, Joakim",RKP,Joakim,Strand, ,2015-2019,Joakim_Strand,22.4.2015,16.4.2019
"Stubb, Alexander",Kokoomus,Alexander,Stubb, Valtiovarainministeri;;,2015-2019,Alexander_Stubb,22.4.2015,16.4.2019
"Suutari, Eero",Kokoomus,Eero,Suutari, ,2015-2019,Eero_Suutari,22.4.2015,16.4.2019
"Taavitsainen, Satu",SDP,Satu,Taavitsainen, ,2015-2019,Satu_Taavitsainen,22.4.2015,16.4.2019
"Taimela, Katja",SDP,Katja,Taimela, ,2015-2019,Katja_Taimela,22.4.2015,16.4.2019
"Talja, Martti",Keskusta,Martti,Talja, ,2015-2019,Martti_Talja,22.4.2015,16.4.2019
"Talvitie, Mari-Leena",Kokoomus,Mari-Leena,Talvitie, ,2015-2019,Mari-Leena_Talvitie,22.4.2015,16.4.2019
"Tanus, Sari",Kristillisdemokraatit,Sari,Tanus, ,2015-2019,Sari_Tanus,22.4.2015,16.4.2019
"Tavio, Ville",Perussuomalaiset,Ville,Tavio, ,2015-2019,Ville_Tavio,22.4.2015,16.4.2019
"Terho, Sampo",Siniset,Sampo,Terho," Eurooppa-, kulttuuri- ja urheiluministeri;; Eurooppa-, kulttuuri- ja urheiluministeri;;",2015-2019,Sampo_Terho,22.4.2015,16.4.2019
"Tiilikainen, Kimmo",Keskusta,Kimmo,Tiilikainen," Maatalous- ja ympäristöministeri;; Asunto-, energia- ja ympäristöministeri;;",2015-2019,Kimmo_Tiilikainen,22.4.2015,16.4.2019
"Toivakka, Lenita",Kokoomus,Lenita,Toivakka, Ulkomaankauppa- ja kehitysministeri;;,2015-2019,Lenita_Toivakka,22.4.2015,16.4.2019
"Toivola, Jani",Vihreät,Jani,Toivola, ,2015-2019,Jani_Toivola,22.4.2015,16.4.2019
"Tolppanen, Maria",SDP,Maria,Tolppanen, ,2015-2019,Maria_Tolppanen,22.4.2015,16.4.2019
"Tolvanen, Kari",Kokoomus,Kari,Tolvanen, ,2015-2019,Kari_Tolvanen,22.4.2015,16.4.2019
"Torniainen, Ari",Keskusta,Ari,Torniainen, ,2015-2019,Ari_Torniainen,22.4.2015,16.4.2019
"Torsti, Pilvi",SDP,Pilvi,Torsti, ,2015-2019,Pilvi_Torsti,22.4.2015,16.4.2019
"Torvinen, Matti",Siniset,Matti,Torvinen, ,2015-2019,Matti_Torvinen,22.4.2015,16.4.2019
"Tuomioja, Erkki",SDP,Erkki,Tuomioja, ,2015-2019,Erkki_Tuomioja,22.4.2015,16.4.2019
"Tuppurainen, Tytti",SDP,Tytti,Tuppurainen, ,2015-2019,Tytti_Tuppurainen,22.4.2015,16.4.2019
"Turunen, Kaj",Kokoomus,Kaj,Turunen, ,2015-2019,Kaj_Turunen,22.4.2015,16.4.2019
"Tölli, Tapani",Keskusta,Tapani,Tölli, ,2015-2019,Tapani_Tölli,22.4.2015,16.4.2019
"Uotila, Kari",Vasemmistoliitto,Kari,Uotila, ,2015-2019,Kari_Uotila,22.4.2015,16.4.2019
"Urpilainen, Jutta",SDP,Jutta,Urpilainen, ,2015-2019,Jutta_Urpilainen,22.4.2015,16.4.2019
"Vahasalo, Raija",Kokoomus,Raija,Vahasalo, ,2015-2019,Raija_Vahasalo,22.4.2015,16.4.2019
"Vanhanen, Matti",Keskusta,Matti,Vanhanen, ,2015-2019,Matti_Vanhanen,22.4.2015,16.4.2019
"Vartiainen, Juhana",Kokoomus,Juhana,Vartiainen, ,2015-2019,Juhana_Vartiainen,22.4.2015,16.4.2019
"Vartia, Antero",Vihreät,Antero,Vartia, ,2015-2019,Antero_Vartia,22.4.2015,16.4.2019
"Vehkaperä, Mirja",Keskusta,Mirja,Vehkaperä, ,2015-2019,Mirja_Vehkaperä,22.4.2015,16.4.2019
"Vehviläinen, Anu",Keskusta,Anu,Vehviläinen, Kunta- ja liikenneministeri;; Kunta- ja uudistusministeri;;,2015-2019,Anu_Vehviläinen,22.4.2015,16.4.2019
"Viitanen, Pia",SDP,Pia,Viitanen, ,2015-2019,Pia_Viitanen,22.4.2015,16.4.2019
"Vikman, Sofia",Kokoomus,Sofia,Vikman, ,2015-2019,Sofia_Vikman,22.4.2015,16.4.2019
"Viljanen, Eerikki",Keskusta,Eerikki,Viljanen, ,2015-2019,Eerikki_Viljanen,22.4.2015,16.4.2019
"Virolainen, Anne-Mari",Kokoomus,Anne-Mari,Virolainen, Ulkomaankauppa- ja kehitysministeri;;,2015-2019,Anne-Mari_Virolainen,22.4.2015,16.4.2019
"Vähämäki, Ville",Perussuomalaiset,Ville,Vähämäki, ,2015-2019,Ville_Vähämäki,22.4.2015,16.4.2019
"Väyrynen, Paavo",Tähtiliike,Paavo,Väyrynen, ,2015-2019,Paavo_Väyrynen,22.4.2015,16.4.2019
"Wallin, Harry",SDP,Harry,Wallin, ,2015-2019,Harry_Wallin,22.4.2015,16.4.2019
"Wallin, Stefan",RKP,Stefan,Wallin, ,2015-2019,Stefan_Wallin,22.4.2015,16.4.2019
"Wallinheimo, Sinuhe",Kokoomus,Sinuhe,Wallinheimo, ,2015-2019,Sinuhe_Wallinheimo,22.4.2015,16.4.2019
"Yanar, Ozan",Vihreät,Ozan,Yanar, ,2015-2019,Ozan_Yanar,22.4.2015,16.4.2019
"Zyskowicz, Ben",Kokoomus,Ben,Zyskowicz, ,2015-2019,Ben_Zyskowicz,22.4.2015,16.4.2019
"Östman, Peter",Kristillisdemokraatit,Peter,Östman, ,2015-2019,Peter_Östman,22.4.2015,16.4.2019
