,name,party,firstname,lastname,position,key,start_date,end_date,hallituskausi
13,"Hassi, Satu",Vihreät,Satu,Hassi, Ministeri ulkoasiainministeriössä;; Ympäristöministeri;;,Satu_Hassi,15.4.1999,17.4.2003,Lipponen II
14,"Soininvaara, Osmo",Vihreät,Osmo,Soininvaara, Peruspalveluministeri;;,Osmo_Soininvaara,15.4.1999,17.4.2003,Lipponen II
15,"Backman, Jouni",SDP,Jouni,Backman, Ympäristöministeri;;,Jouni_Backman,15.4.1999,17.4.2003,Lipponen II
16,"Filatov, Tarja",SDP,Tarja,Filatov, Työministeri;;,Tarja_Filatov,15.4.1999,17.4.2003,Lipponen II
17,"Halonen, Tarja",SDP,Tarja,Halonen, Ulkoasiainministeri;;,Tarja_Halonen,15.4.1999,17.4.2003,Lipponen II
18,"Koskinen, Johannes",SDP,Johannes,Koskinen, Oikeusministeri;;,Johannes_Koskinen,15.4.1999,17.4.2003,Lipponen II
19,"Lipponen, Paavo",SDP,Paavo,Lipponen, Pääministeri;;,Paavo_Lipponen,15.4.1999,17.4.2003,Lipponen II
20,"Tuomioja, Erkki",SDP,Erkki,Tuomioja, Ulkoasiainministeri;; Kauppa- ja teollisuusministeri;;,Erkki_Tuomioja,15.4.1999,17.4.2003,Lipponen II
21,"Mönkäre, Sinikka",SDP,Sinikka,Mönkäre, Kauppa- ja teollisuusministeri;; Työministeri;;,Sinikka_Mönkäre,15.4.1999,17.4.2003,Lipponen II
22,"Rask, Maija",SDP,Maija,Rask, Opetusministeri;;,Maija_Rask,15.4.1999,17.4.2003,Lipponen II
0,"Enestam, Jan-Erik",RKP,Jan-Erik,Enestam, Ministeri ulkoasiainministeriössä;; Ympäristöministeri;;,Jan-Erik_Enestam,17.4.2003,24.6.2003,Jäätteenmäki
1,"Wideroos, Ulla-Maj",RKP,Ulla-Maj,Wideroos, Toinen valtiovarainministeri;;,Ulla-Maj_Wideroos,17.4.2003,24.6.2003,Jäätteenmäki
2,"Jäätteenmäki, Anneli",Keskusta,Anneli,Jäätteenmäki, Pääministeri;;,Anneli_Jäätteenmäki,17.4.2003,24.6.2003,Jäätteenmäki
3,"Korkeaoja, Juha",Keskusta,Juha,Korkeaoja, Maa- ja metsätalousministeri;;,Juha_Korkeaoja,17.4.2003,24.6.2003,Jäätteenmäki
4,"Lehtomäki, Paula",Keskusta,Paula,Lehtomäki, Ministeri valtioneuvoston kansliassa;; Ulkomaankauppa- ja kehitysministeri;; Ministeri kauppa- ja teollisuusministeriössä;;,Paula_Lehtomäki,17.4.2003,24.6.2003,Jäätteenmäki
5,"Manninen, Hannes",Keskusta,Hannes,Manninen, Alue- ja kuntaministeri;; Ministeri ympäristöministeriössä;;,Hannes_Manninen,17.4.2003,24.6.2003,Jäätteenmäki
6,"Pekkarinen, Mauri",Keskusta,Mauri,Pekkarinen, Kauppa- ja teollisuusministeri;;,Mauri_Pekkarinen,17.4.2003,24.6.2003,Jäätteenmäki
7,"Vanhanen, Matti",Keskusta,Matti,Vanhanen, Puolustusministeri;;,Matti_Vanhanen,17.4.2003,24.6.2003,Jäätteenmäki
8,"Hyssälä, Liisa",Keskusta,Liisa,Hyssälä, Peruspalveluministeri;;,Liisa_Hyssälä,17.4.2003,24.6.2003,Jäätteenmäki
9,"Filatov, Tarja",SDP,Tarja,Filatov, Työministeri;;,Tarja_Filatov,17.4.2003,24.6.2003,Jäätteenmäki
10,"Haatainen, Tuula",SDP,Tuula,Haatainen, Opetusministeri;;,Tuula_Haatainen,17.4.2003,24.6.2003,Jäätteenmäki
11,"Kalliomäki, Antti",SDP,Antti,Kalliomäki, Pääministerin sijainen;; Valtiovarainministeri;;,Antti_Kalliomäki,17.4.2003,24.6.2003,Jäätteenmäki
12,"Koskinen, Johannes",SDP,Johannes,Koskinen, Oikeusministeri;;,Johannes_Koskinen,17.4.2003,24.6.2003,Jäätteenmäki
13,"Rajamäki, Kari",SDP,Kari,Rajamäki, Sisäasiainministeri;;,Kari_Rajamäki,17.4.2003,24.6.2003,Jäätteenmäki
14,"Tuomioja, Erkki",SDP,Erkki,Tuomioja, Ulkoasiainministeri;;,Erkki_Tuomioja,17.4.2003,24.6.2003,Jäätteenmäki
15,"Luhtanen, Leena",SDP,Leena,Luhtanen, Liikenne- ja viestintäministeri;;,Leena_Luhtanen,17.4.2003,24.6.2003,Jäätteenmäki
16,"Mönkäre, Sinikka",SDP,Sinikka,Mönkäre, Sosiaali- ja terveysministeri;;,Sinikka_Mönkäre,17.4.2003,24.6.2003,Jäätteenmäki
17,"Saarela, Tanja",Keskusta,Tanja,Saarela, Kulttuuriministeri;;,Tanja_Saarela,17.4.2003,24.6.2003,Jäätteenmäki
0,"Enestam, Jan-Erik",RKP,Jan-Erik,Enestam, Ministeri ulkoasiainministeriössä;; Ympäristöministeri;;,Jan-Erik_Enestam,24.6.2003,19.4.2007,Vanhanen
1,"Wideroos, Ulla-Maj",RKP,Ulla-Maj,Wideroos, Toinen valtiovarainministeri;;,Ulla-Maj_Wideroos,24.6.2003,19.4.2007,Vanhanen
2,"Kiviniemi, Mari",Keskusta,Mari,Kiviniemi, Ministeri valtioneuvoston kansliassa;; Ulkomaankauppa- ja kehitysministeri;;,Mari_Kiviniemi,24.6.2003,19.4.2007,Vanhanen
3,"Korkeaoja, Juha",Keskusta,Juha,Korkeaoja, Maa- ja metsätalousministeri;;,Juha_Korkeaoja,24.6.2003,19.4.2007,Vanhanen
4,"Kääriäinen, Seppo",Keskusta,Seppo,Kääriäinen, Puolustusministeri;;,Seppo_Kääriäinen,24.6.2003,19.4.2007,Vanhanen
5,"Lehtomäki, Paula",Keskusta,Paula,Lehtomäki, Ministeri valtioneuvoston kansliassa;; Ministeri valtioneuvoston kansliassa;; Ulkomaankauppa- ja kehitysministeri;; Ulkomaankauppa- ja kehitysministeri;;,Paula_Lehtomäki,24.6.2003,19.4.2007,Vanhanen
6,"Manninen, Hannes",Keskusta,Hannes,Manninen, Alue- ja kuntaministeri;; Ministeri ympäristöministeriössä;;,Hannes_Manninen,24.6.2003,19.4.2007,Vanhanen
7,"Pekkarinen, Mauri",Keskusta,Mauri,Pekkarinen, Kauppa- ja teollisuusministeri;;,Mauri_Pekkarinen,24.6.2003,19.4.2007,Vanhanen
8,"Vanhanen, Matti",Keskusta,Matti,Vanhanen, Pääministeri;;,Matti_Vanhanen,24.6.2003,19.4.2007,Vanhanen
9,"Hyssälä, Liisa",Keskusta,Liisa,Hyssälä, Peruspalveluministeri;;,Liisa_Hyssälä,24.6.2003,19.4.2007,Vanhanen
10,"Filatov, Tarja",SDP,Tarja,Filatov, Työministeri;;,Tarja_Filatov,24.6.2003,19.4.2007,Vanhanen
11,"Haatainen, Tuula",SDP,Tuula,Haatainen, Opetusministeri;; Sosiaali- ja terveysministeri;;,Tuula_Haatainen,24.6.2003,19.4.2007,Vanhanen
12,"Kalliomäki, Antti",SDP,Antti,Kalliomäki, Pääministerin sijainen;; Valtiovarainministeri;; Opetusministeri;;,Antti_Kalliomäki,24.6.2003,19.4.2007,Vanhanen
13,"Koskinen, Johannes",SDP,Johannes,Koskinen, Oikeusministeri;;,Johannes_Koskinen,24.6.2003,19.4.2007,Vanhanen
14,"Rajamäki, Kari",SDP,Kari,Rajamäki, Sisäasiainministeri;;,Kari_Rajamäki,24.6.2003,19.4.2007,Vanhanen
15,"Tuomioja, Erkki",SDP,Erkki,Tuomioja, Ulkoasiainministeri;;,Erkki_Tuomioja,24.6.2003,19.4.2007,Vanhanen
16,"Huovinen, Susanna",SDP,Susanna,Huovinen, Liikenne- ja viestintäministeri;;,Susanna_Huovinen,24.6.2003,19.4.2007,Vanhanen
17,"Luhtanen, Leena",SDP,Leena,Luhtanen, Oikeusministeri;; Liikenne- ja viestintäministeri;;,Leena_Luhtanen,24.6.2003,19.4.2007,Vanhanen
18,"Mönkäre, Sinikka",SDP,Sinikka,Mönkäre, Sosiaali- ja terveysministeri;;,Sinikka_Mönkäre,24.6.2003,19.4.2007,Vanhanen
19,"Heinäluoma, Eero",SDP,Eero,Heinäluoma, Pääministerin sijainen;; Valtiovarainministeri;;,Eero_Heinäluoma,24.6.2003,19.4.2007,Vanhanen
20,"Saarela, Tanja",Keskusta,Tanja,Saarela, Kulttuuriministeri;;,Tanja_Saarela,24.6.2003,19.4.2007,Vanhanen
21,"Stefan, Wallin",RKP,Stefan,Wallin, Ministeri ulkoasiainministeriössä;; Ympäristöministeri;;,Stefan_Wallin,24.6.2003,19.4.2007,Vanhanen
0,"Holmlund, Anne",Kokoomus,Anne,Holmlund, Sisäasiainministeri;;,Anne_Holmlund,19.4.2007,22.6.2010,Vanhanen II
1,"Häkämies, Jyri",Kokoomus,Jyri,Häkämies, Ministeri valtioneuvoston kansliassa;; Puolustusministeri;;,Jyri_Häkämies,19.4.2007,22.6.2010,Vanhanen II
2,"Katainen, Jyrki",Kokoomus,Jyrki,Katainen, Pääministerin sijainen;; Valtiovarainministeri;;,Jyrki_Katainen,19.4.2007,22.6.2010,Vanhanen II
3,"Kanerva, Ilkka",Kokoomus,Ilkka,Kanerva, Ulkoasiainministeri;;,Ilkka_Kanerva,19.4.2007,22.6.2010,Vanhanen II
4,"Lindén, Suvi",Kokoomus,Suvi,Lindén, Viestintäministeri;;,Suvi_Lindén,19.4.2007,22.6.2010,Vanhanen II
5,"Sarkomaa, Sari",Kokoomus,Sari,Sarkomaa, Opetusministeri;;,Sari_Sarkomaa,19.4.2007,22.6.2010,Vanhanen II
6,"Brax, Tuija",Vihreät,Tuija,Brax, Oikeusministeri;;,Tuija_Brax,19.4.2007,22.6.2010,Vanhanen II
7,"Sinnemäki, Anni",Vihreät,Anni,Sinnemäki, Työministeri;;,Anni_Sinnemäki,19.4.2007,22.6.2010,Vanhanen II
8,"Anttila, Sirkka-Liisa",Keskusta,Sirkka-Liisa,Anttila, Maa- ja metsätalousministeri;;,Sirkka-Liisa_Anttila,19.4.2007,22.6.2010,Vanhanen II
9,"Väyrynen, Paavo",Keskusta,Paavo,Väyrynen, Ulkomaankauppa- ja kehitysministeri;;,Paavo_Väyrynen,19.4.2007,22.6.2010,Vanhanen II
10,"Kiviniemi, Mari",Keskusta,Mari,Kiviniemi, Ministeri sisäasiainministeriössä;; Hallinto- ja kuntaministeri;;,Mari_Kiviniemi,19.4.2007,22.6.2010,Vanhanen II
11,"Lehtomäki, Paula",Keskusta,Paula,Lehtomäki, Ympäristöministeri;; Ympäristöministeri;;,Paula_Lehtomäki,19.4.2007,22.6.2010,Vanhanen II
12,"Pekkarinen, Mauri",Keskusta,Mauri,Pekkarinen, Ministeri sisäasiainministeriössä;; Kauppa- ja teollisuusministeri;; Elinkeinoministeri;;,Mauri_Pekkarinen,19.4.2007,22.6.2010,Vanhanen II
13,"Vanhanen, Matti",Keskusta,Matti,Vanhanen, Pääministeri;;,Matti_Vanhanen,19.4.2007,22.6.2010,Vanhanen II
14,"Vehviläinen, Anu",Keskusta,Anu,Vehviläinen, Liikenneministeri;;,Anu_Vehviläinen,19.4.2007,22.6.2010,Vanhanen II
15,"Rehula, Juha",Keskusta,Juha,Rehula, Sosiaali- ja terveysministeri;;,Juha_Rehula,19.4.2007,22.6.2010,Vanhanen II
16,"Hyssälä, Liisa",Keskusta,Liisa,Hyssälä, Sosiaali- ja terveysministeri;; Ministeri työministeriössä;;,Liisa_Hyssälä,19.4.2007,22.6.2010,Vanhanen II
17,"Cronberg, Tarja",Vihreät,Tarja,Cronberg, Työministeri;; Työministeri;;,Tarja_Cronberg,19.4.2007,22.6.2010,Vanhanen II
18,"Risikko, Paula",Kokoomus,Paula,Risikko, Peruspalveluministeri;; Ministeri ympäristöministeriössä;;,Paula_Risikko,19.4.2007,22.6.2010,Vanhanen II
19,"Thors, Astrid",RKP,Astrid,Thors, Ministeri valtioneuvoston kansliassa;; Ministeri oikeusministeriössä;; Maahanmuutto- ja eurooppaministeri;; Ministeri työministeriössä;;,Astrid_Thors,19.4.2007,22.6.2010,Vanhanen II
20,"Tiilikainen, Kimmo",Keskusta,Kimmo,Tiilikainen, Ympäristöministeri;;,Kimmo_Tiilikainen,19.4.2007,22.6.2010,Vanhanen II
21,"Vapaavuori, Jan",Kokoomus,Jan,Vapaavuori, Ministeri valtioneuvoston kansliassa;; Ministeri ulkoasiainministeriössä;; Asuntoministeri;;,Jan_Vapaavuori,19.4.2007,22.6.2010,Vanhanen II
22,"Henna, Virkkunen",Kokoomus,Henna,Virkkunen, Opetusministeri;; Opetusministeri;;,Henna_Virkkunen,19.4.2007,22.6.2010,Vanhanen II
23,"Stefan, Wallin",RKP,Stefan,Wallin, Kulttuuri- ja urheiluministeri;; Kulttuuri- ja urheiluministeri;; Ministeri sosiaali- ja terveysministeriössä;;,Stefan_Wallin,19.4.2007,22.6.2010,Vanhanen II
24,"Stubb, Alexander",Kokoomus,Alexander,Stubb, Ulkoasiainministeri;;,Alexander_Stubb,19.4.2007,22.6.2010,Vanhanen II
0,"Holmlund, Anne",Kokoomus,Anne,Holmlund, Sisäasiainministeri;;,Anne_Holmlund,22.6.2010,22.6.2011,Kiviniemi
1,"Häkämies, Jyri",Kokoomus,Jyri,Häkämies, Ministeri valtioneuvoston kansliassa;; Puolustusministeri;;,Jyri_Häkämies,22.6.2010,22.6.2011,Kiviniemi
2,"Katainen, Jyrki",Kokoomus,Jyrki,Katainen, Pääministerin sijainen;; Valtiovarainministeri;;,Jyrki_Katainen,22.6.2010,22.6.2011,Kiviniemi
3,"Lindén, Suvi",Kokoomus,Suvi,Lindén, Viestintäministeri;;,Suvi_Lindén,22.6.2010,22.6.2011,Kiviniemi
4,"Brax, Tuija",Vihreät,Tuija,Brax, Oikeusministeri;;,Tuija_Brax,22.6.2010,22.6.2011,Kiviniemi
5,"Sinnemäki, Anni",Vihreät,Anni,Sinnemäki, Työministeri;;,Anni_Sinnemäki,22.6.2010,22.6.2011,Kiviniemi
6,"Anttila, Sirkka-Liisa",Keskusta,Sirkka-Liisa,Anttila, Maa- ja metsätalousministeri;;,Sirkka-Liisa_Anttila,22.6.2010,22.6.2011,Kiviniemi
7,"Väyrynen, Paavo",Keskusta,Paavo,Väyrynen, Ulkomaankauppa- ja kehitysministeri;;,Paavo_Väyrynen,22.6.2010,22.6.2011,Kiviniemi
8,"Kiviniemi, Mari",Keskusta,Mari,Kiviniemi, Pääministeri;;,Mari_Kiviniemi,22.6.2010,22.6.2011,Kiviniemi
9,"Lehtomäki, Paula",Keskusta,Paula,Lehtomäki, Ympäristöministeri;;,Paula_Lehtomäki,22.6.2010,22.6.2011,Kiviniemi
10,"Pekkarinen, Mauri",Keskusta,Mauri,Pekkarinen, Elinkeinoministeri;;,Mauri_Pekkarinen,22.6.2010,22.6.2011,Kiviniemi
11,"Vehviläinen, Anu",Keskusta,Anu,Vehviläinen, Liikenneministeri;;,Anu_Vehviläinen,22.6.2010,22.6.2011,Kiviniemi
12,"Rehula, Juha",Keskusta,Juha,Rehula, Sosiaali- ja terveysministeri;;,Juha_Rehula,22.6.2010,22.6.2011,Kiviniemi
13,"Risikko, Paula",Kokoomus,Paula,Risikko, Peruspalveluministeri;;,Paula_Risikko,22.6.2010,22.6.2011,Kiviniemi
14,"Thors, Astrid",RKP,Astrid,Thors, Ministeri valtioneuvoston kansliassa;; Ministeri oikeusministeriössä;; Maahanmuutto- ja eurooppaministeri;;,Astrid_Thors,22.6.2010,22.6.2011,Kiviniemi
15,"Tölli, Tapani",Keskusta,Tapani,Tölli, Hallinto- ja kuntaministeri;;,Tapani_Tölli,22.6.2010,22.6.2011,Kiviniemi
16,"Vapaavuori, Jan",Kokoomus,Jan,Vapaavuori, Ministeri valtioneuvoston kansliassa;; Ministeri ulkoasiainministeriössä;; Asuntoministeri;;,Jan_Vapaavuori,22.6.2010,22.6.2011,Kiviniemi
17,"Henna, Virkkunen",Kokoomus,Henna,Virkkunen, Opetusministeri;;,Henna_Virkkunen,22.6.2010,22.6.2011,Kiviniemi
18,"Stefan, Wallin",RKP,Stefan,Wallin, Kulttuuri- ja urheiluministeri;; Ministeri sosiaali- ja terveysministeriössä;;,Stefan_Wallin,22.6.2010,22.6.2011,Kiviniemi
19,"Stubb, Alexander",Kokoomus,Alexander,Stubb, Ulkoasiainministeri;;,Alexander_Stubb,22.6.2010,22.6.2011,Kiviniemi
0,"Räsänen, Päivi",Kristillisdemokraatit,Päivi,Räsänen, Sisäministeri;; Sisäministeri;;,Päivi_Räsänen,24.6.2014,29.5.2015,Stubb
1,"Viitanen, Pia",SDP,Pia,Viitanen, Kulttuuri- ja asuntoministeri;;,Pia_Viitanen,24.6.2014,29.5.2015,Stubb
2,"Tuomioja, Erkki",SDP,Erkki,Tuomioja, Ulkoasiainministeri;;,Erkki_Tuomioja,24.6.2014,29.5.2015,Stubb
3,"Huovinen, Susanna",SDP,Susanna,Huovinen, Peruspalveluministeri;;,Susanna_Huovinen,24.6.2014,29.5.2015,Stubb
4,"Paatero, Sirpa",SDP,Sirpa,Paatero, Kehitysministeri;;,Sirpa_Paatero,24.6.2014,29.5.2015,Stubb
5,"Risikko, Paula",Kokoomus,Paula,Risikko, Liikenne- ja kuntaministeri;;,Paula_Risikko,24.6.2014,29.5.2015,Stubb
6,"Vapaavuori, Jan",Kokoomus,Jan,Vapaavuori, Elinkeinoministeri;; Elinkeinoministeri;;,Jan_Vapaavuori,24.6.2014,29.5.2015,Stubb
7,"Pekka, Haavisto",Vihreät,Pekka,Haavisto, Kehitysministeri;;,Pekka_Haavisto,24.6.2014,29.5.2015,Stubb
8,"Anna-Maja, Henriksson",RKP,Anna-Maja,Henriksson, Oikeusministeri;;,Anna-Maja_Henriksson,24.6.2014,29.5.2015,Stubb
9,"Krista, Kiuru",SDP,Krista,Kiuru, Opetus- ja viestintäministeri;;,Krista_Kiuru,24.6.2014,29.5.2015,Stubb
10,"Ville, Niinistö",Vihreät,Ville,Niinistö, Ympäristöministeri;;,Ville_Niinistö,24.6.2014,29.5.2015,Stubb
11,"Petteri, Orpo",Kokoomus,Petteri,Orpo, Maa- ja metsätalousministeri;;,Petteri_Orpo,24.6.2014,29.5.2015,Stubb
12,"Lenita, Toivakka",Kokoomus,Lenita,Toivakka, Eurooppa- ja ulkomaankauppaministeri;;,Lenita_Toivakka,24.6.2014,29.5.2015,Stubb
13,"Grahn-Laasonen, Sanni",Kokoomus,Sanni,Grahn-Laasonen, Ympäristöministeri;;,Sanni_Grahn-Laasonen,24.6.2014,29.5.2015,Stubb
14,"Ihalainen, Lauri",SDP,Lauri,Ihalainen, Työministeri;;,Lauri_Ihalainen,24.6.2014,29.5.2015,Stubb
15,"Stubb, Alexander",Kokoomus,Alexander,Stubb, Pääministeri;;,Alexander_Stubb,24.6.2014,29.5.2015,Stubb
16,"Haglund, Carl",RKP,Carl,Haglund, Puolustusministeri;; Puolustusministeri;;,Carl_Haglund,24.6.2014,29.5.2015,Stubb
17,"Rinne, Antti",SDP,Antti,Rinne, Pääministerin sijainen;; Valtiovarainministeri;;,Antti_Rinne,24.6.2014,29.5.2015,Stubb
0,"Vehviläinen, Anu",Keskusta,Anu,Vehviläinen, Kunta- ja liikenneministeri;; Kunta- ja uudistusministeri;;,Anu_Vehviläinen,29.5.2015,6.6.2019,Sipilä
1,"Lintilä, Mika",Keskusta,Mika,Lintilä, Elinkeinoministeri;; Elinkeinoministeri;;,Mika_Lintilä,29.5.2015,6.6.2019,Sipilä
2,"Leppä, Jari",Keskusta,Jari,Leppä, Maa- ja metsätalousministeri;;,Jari_Leppä,29.5.2015,6.6.2019,Sipilä
3,"Rehula, Juha",Keskusta,Juha,Rehula, Perhe- ja peruspalveluministeri;;,Juha_Rehula,29.5.2015,6.6.2019,Sipilä
4,"Risikko, Paula",Kokoomus,Paula,Risikko, Sisäministeri;;,Paula_Risikko,29.5.2015,6.6.2019,Sipilä
5,"Soini, Timo",Perussuomalaiset,Timo,Soini, Pääministerin sijainen;; Ulkoministeri;; Ulkoasiainministeri;; Ulkoasiainministeri;; Ulkoasiainministeri;;,Timo_Soini,29.5.2015,6.6.2019,Sipilä
6,"Tiilikainen, Kimmo",Keskusta,Kimmo,Tiilikainen," Maatalous- ja ympäristöministeri;; Asunto-, energia- ja ympäristöministeri;;",Kimmo_Tiilikainen,29.5.2015,6.6.2019,Sipilä
7,"Petteri, Orpo",Kokoomus,Petteri,Orpo, Pääministerin sijainen;; Sisäministeri;; Valtiovarainministeri;;,Petteri_Orpo,29.5.2015,6.6.2019,Sipilä
8,"Lenita, Toivakka",Kokoomus,Lenita,Toivakka, Ulkomaankauppa- ja kehitysministeri;;,Lenita_Toivakka,29.5.2015,6.6.2019,Sipilä
9,"Anne-Mari, Virolainen",Kokoomus,Anne-Mari,Virolainen, Ulkomaankauppa- ja kehitysministeri;;,Anne-Mari_Virolainen,29.5.2015,6.6.2019,Sipilä
10,"Grahn-Laasonen, Sanni",Kokoomus,Sanni,Grahn-Laasonen, Opetusministeri;; Opetus- ja kulttuuriministeri;;,Sanni_Grahn-Laasonen,29.5.2015,6.6.2019,Sipilä
11,"Lindström, Jari",Perussuomalaiset,Jari,Lindström, Oikeus- ja työministeri;; Työministeri;; Työministeri;;,Jari_Lindström,29.5.2015,6.6.2019,Sipilä
12,"Mattila, Pirkko",Perussuomalaiset,Pirkko,Mattila, Sosiaali- ja terveysministeri;; Sosiaali- ja terveysministeri;;,Pirkko_Mattila,29.5.2015,6.6.2019,Sipilä
13,"Mäntylä, Hanna",Perussuomalaiset,Hanna,Mäntylä, Sosiaali- ja terveysministeri;;,Hanna_Mäntylä,29.5.2015,6.6.2019,Sipilä
14,"Niinistö, Jussi",Perussuomalaiset,Jussi,Niinistö, Puolustusministeri;; Puolustusministeri;;,Jussi_Niinistö,29.5.2015,6.6.2019,Sipilä
15,"Saarikko, Annika",Keskusta,Annika,Saarikko, Perhe- ja peruspalveluministeri;;,Annika_Saarikko,29.5.2015,6.6.2019,Sipilä
16,"Sipilä, Juha",Keskusta,Juha,Sipilä, Pääministeri;;,Juha_Sipilä,29.5.2015,6.6.2019,Sipilä
17,"Stubb, Alexander",Kokoomus,Alexander,Stubb, Valtiovarainministeri;;,Alexander_Stubb,29.5.2015,6.6.2019,Sipilä
18,"Berner, Anne",Keskusta,Anne,Berner, Liikenne- ja viestintäministeri;; Liikenne- ja viestintäministeri;;,Anne_Berner,29.5.2015,6.6.2019,Sipilä
19,"Häkkänen, Antti",Kokoomus,Antti,Häkkänen, Oikeusministeri;;,Antti_Häkkänen,29.5.2015,6.6.2019,Sipilä
20,"Mykkänen, Kai",Kokoomus,Kai,Mykkänen, Ulkomaankauppa- ja kehitysministeri;; Sisäministeri;;,Kai_Mykkänen,29.5.2015,6.6.2019,Sipilä
21,"Rehn, Olli",Keskusta,Olli,Rehn, Elinkeinoministeri;;,Olli_Rehn,29.5.2015,6.6.2019,Sipilä
22,"Terho, Sampo",Siniset,Sampo,Terho," Eurooppa-, kulttuuri- ja urheiluministeri;; Eurooppa-, kulttuuri- ja urheiluministeri;;",Sampo_Terho,29.5.2015,6.6.2019,Sipilä
0,"Häkämies, Jyri",Kokoomus,Jyri,Häkämies, Elinkeinoministeri;;,Jyri_Häkämies,22.6.2011,24.6.2014,Katainen
1,"Katainen, Jyrki",Kokoomus,Jyrki,Katainen, Pääministeri;;,Jyrki_Katainen,22.6.2011,24.6.2014,Katainen
2,"Koskinen, Jari",Kokoomus,Jari,Koskinen, Maa- ja metsätalousministeri;;,Jari_Koskinen,22.6.2011,24.6.2014,Katainen
3,"Räsänen, Päivi",Kristillisdemokraatit,Päivi,Räsänen, Sisäasiainministeri;; Sisäministeri;;,Päivi_Räsänen,22.6.2011,24.6.2014,Katainen
4,"Gustafsson, Jukka",SDP,Jukka,Gustafsson, Opetusministeri;;,Jukka_Gustafsson,22.6.2011,24.6.2014,Katainen
5,"Viitanen, Pia",SDP,Pia,Viitanen, Kulttuuri- ja asuntoministeri;; Asunto- ja viestintäministeri;;,Pia_Viitanen,22.6.2011,24.6.2014,Katainen
6,"Tuomioja, Erkki",SDP,Erkki,Tuomioja, Ulkoasiainministeri;;,Erkki_Tuomioja,22.6.2011,24.6.2014,Katainen
7,"Huovinen, Susanna",SDP,Susanna,Huovinen, Peruspalveluministeri;;,Susanna_Huovinen,22.6.2011,24.6.2014,Katainen
8,"Hautala, Heidi",Vihreät,Heidi,Hautala, Kehitysministeri;;,Heidi_Hautala,22.6.2011,24.6.2014,Katainen
9,"Risikko, Paula",Kokoomus,Paula,Risikko, Sosiaali- ja terveysministeri;;,Paula_Risikko,22.6.2011,24.6.2014,Katainen
10,"Urpilainen, Jutta",SDP,Jutta,Urpilainen, Pääministerin sijainen;; Valtiovarainministeri;;,Jutta_Urpilainen,22.6.2011,24.6.2014,Katainen
11,"Vapaavuori, Jan",Kokoomus,Jan,Vapaavuori, Elinkeinoministeri;;,Jan_Vapaavuori,22.6.2011,24.6.2014,Katainen
12,"Paavo, Arhinmäki",Vasemmistoliitto,Paavo,Arhinmäki, Kulttuuri- ja urheiluministeri;;,Paavo_Arhinmäki,22.6.2011,24.6.2014,Katainen
13,"Maria, Guzenina-Richardson",SDP,Maria,Guzenina-Richardson, Peruspalveluministeri;;,Maria_Guzenina-Richardson,22.6.2011,24.6.2014,Katainen
